Query,Output
Get similar work items to 'ISS-005' and add them to the current sprint.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""ISS-005""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": [""$$PREV[0]""]
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Retrieve work items created by 'DEV-007' needing a response.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEV-007""]
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      }
    ]
  }
]"
"Identify high priority work items created by 'DEV-005' and add them to the current sprint."""," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEV-005""]
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p0"", ""p1""]
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue"", ""ticket""]
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": [""$$PREV[1]""]
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[2]""
      }
    ]
  }
]"
Search for objects related to 'Cust-004' needing a response and summarize them.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""Cust-004""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]
"
Retrieve tasks owned by 'USR-011' in the 'development' stage and prioritize them.," [
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": [""development""]
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": [""USR-011""]
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""task""]
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[1]""]
      }
    ]
  }
]"
Find similar items to 'TKT-008' and create actionable tasks from the text.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-008""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Actionable insights from similar items.""
      }
    ]
  }
]
"
Search for objects related to 'CustomerABC' and get the ID of the current sprint.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""CustomerABC""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  }
]"
Find high priority tasks needing a response and summarize them.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": [""high""]
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""task""]
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
Retrieve issues created by 'DEV-012' needing a response and prioritize them.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEV-012""]
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]
"
Find similar work items to 'ISS-009' and add them to the current sprint.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""ISS-009""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": [""$$PREV[0]""]
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Search for objects related to 'Cust-007' and summarize them.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""Cust-007""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
Retrieve tasks owned by 'USR-013' in the 'review' stage and prioritize them.," [
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": [""review""]
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": [""USR-013""]
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""task""]
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[1]""]
      }
    ]
  }
]"
Find work items similar to 'TASK-005' and add them to the sprint after summarizing," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TASK-005""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": [""$$PREV[1]""]
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[2]""
      }
    ]
  }
]"
Retrieve high-priority issues assigned to 'USR-015' and add them to the current sprint.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p0"", ""p1""]
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": [""USR-015""]
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": [""$$PREV[0]""]
      },
      {
        ""argument_name"": ""sprint"
Search for objects related to 'CustomerX' requiring a response and summarize them.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""CustomerX""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue"", ""ticket""]
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]"", ""$$PREV[1]""]
      }
    ]
  }
]
"
Identify similar items to 'TKT-010' and create actionable tasks from the findings.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-010""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Actionable insights from similar items.""
      }
    ]
  }
]"
Retrieve issues created by 'DEV-018' needing a response and prioritize them.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEV-018""]
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
Search for objects related to 'Cust-010' and retrieve the ID of the current sprint.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""Cust-010""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  }
]"
Find issues similar to 'TKT-456' and summarize them.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-456""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Get all high severity tickets associated with Rev organization 'REV-789' and prioritize them.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": ""REV-789""
      },
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""high""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]
"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Develop new feature ABC',"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Develop new feature ABC""
      }
    ]
  }
]"
Search for objects related to the query 'ProjectXYZ' and list all work items under it,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ProjectXYZ""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all tasks in the 'backlog' stage assigned to the current user,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""backlog""
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of issues assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['issue']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Review and approve project proposal',"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Review and approve project proposal""
      }
    ]
  }
]"
Search for objects related to the query 'ClientXYZ' and list all work items under it,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ClientXYZ""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all work items in the 'in-progress' stage under part 'ENH-222',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""ENH-222""
      }
    ]
  }
]"
"Get all work items similar to 'TKT-111', summarize them, and prioritize them","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-111""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
List all work items in the 'completed' stage under part 'PROD-222',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""completed""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PROD-222""
      }
    ]
  }
]"
"Get all work items similar to 'FEAT-222', summarize them, and create tasks from that summary","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""FEAT-222""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all tasks owned by the current user in the 'in-progress' stage,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Develop new feature XYZ',"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Develop new feature XYZ""
      }
    ]
  }
]"
Search for objects related to the query 'ProjectABC' and list all work items under it,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ProjectABC""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all work items in the 'in-progress' stage under part 'ENH-333',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""ENH-333""
      }
    ]
  }
]"
"Get all work items similar to 'TKT-333', summarize them, and prioritize them","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-333""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
List all work items in the 'completed' stage under part 'PROD-333',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""completed""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PROD-333""
      }
    ]
  }
]"
"Get all work items similar to 'FEAT-333', summarize them, and create tasks from that summary","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""FEAT-333""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Get the current user's ID and return a list of work items assigned to them,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Summarize all work items with priority 'p2' owned by the current user,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": ""p2""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
List all work items in the 'in-progress' stage under part 'FEAT-456',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""FEAT-456""
      }
    ]
  }
]"
Create actionable tasks from the text 'Review and approve design proposal',"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Review and approve design proposal""
      }
    ]
  }
]"
"Get all work items similar to 'TKT-987', summarize them, and prioritize them","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-987""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
List all work items in the 'completed' stage under part 'PROD-777',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""completed""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PROD-777""
      }
    ]
  }
]"
"Get all work items similar to 'FEAT-123', summarize them, and create tasks from that summary","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""FEAT-123""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all tasks owned by the current user in the 'in-progress' stage,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Develop new feature XYZ',"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Develop new feature XYZ""
      }
    ]
  }
]"
Search for objects related to the query 'ClientXYZ' and list all work items under it,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ClientXYZ""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all work items in the 'in-progress' stage under part 'ENH-789',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""ENH-789""
      }
    ]
  }
]"
"Get all work items similar to 'TKT-567', summarize them, and prioritize them","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-567""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
List all work items in the 'completed' stage under part 'PROD-999',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""completed""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PROD-999""
      }
    ]
  }
]"
"Get all work items similar to 'FEAT-456', summarize them, and create tasks from that summary","[
  {
    ""tool_name"": ""get_similar_work_items"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""FEAT-456""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get the ID of the current sprint and return a list of tasks assigned to it,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""['task']""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all work items owned by user DEVU-456 with severity 'blocker' and add them to the current sprint.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""DEVU-456""
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""blocker""
         }
      ]
   },
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]
"
Find work items similar to 'PROD-789' and summarize them.,"[
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""PROD-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for the object with the name 'CustomerXYZ' and list all work items associated with it.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CustomerXYZ""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.rev_org"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]
"
Summarize all work items in the 'development' stage owned by user 'DEVU-789'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": ""development""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""DEVU-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]
"
List all tasks and issues related to part 'FEAT-456' with severity 'high'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": ""FEAT-456""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task"", ""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""high""
         }
      ]
   }
]"
